Prefix	Last	First	Suffix	FilingType	StateDst	Year	Filing Year	FilingDate	DocID	DisclosureType
HONORABLE	BERMAN	HOWARD L.		O	CA28	2008	2007	6/26/2008	8138785	FD
HONORABLE	BERRY	MARION		O	AR01	2008	2007	5/15/2008	8135616	FD
HONORABLE	BIGGERT	JUDY		O	IL13	2008	2007	5/15/2008	8135617	FD
HONORABLE	BILBRAY	BRIAN P.		O	CA50	2008	2007	5/15/2008	8135618	FD
HONORABLE	BILIRAKIS	GUS M.		O	FL09	2008	2007	5/15/2008	8135619	FD
HONORABLE	BISHOP	ROB		O	UT01	2008	2007	5/15/2008	8135620	FD
HONORABLE	BISHOP	SANFORD D.	JR.	O	GA02	2008	2007	5/15/2008	8135621	FD
HONORABLE	BISHOP	TIMOTHY H.		O	NY01	2008	2007	5/15/2008	8135622	FD
HONORABLE	BLACKBURN	MARSHA		O	TN07	2008	2007	5/15/2008	8135623	FD
HONORABLE	BLUMENAUER	EARL		O	OR03	2008	2007	5/20/2008	8135625	FD
HONORABLE	BLUNT	ROY		O	MO07	2008	2007	5/15/2008	8135624	FD
HONORABLE	BOEHNER	JOHN A.		O	OH08	2008	2007	5/15/2008	8135626	FD
HONORABLE	BONNER	JO		O	AL01	2008	2007	5/15/2008	8135627	FD
HONORABLE	BONO MACK	MARY		A	CA45	2008	2007	9/11/2008	8139224	FD
HONORABLE	BONO MACK	MARY		O	CA45	2008	2007	5/15/2008	8135628	FD
HONORABLE	BOOZMAN	JOHN		O	AR03	2008	2007	5/15/2008	8135629	FD
HONORABLE	BORDALLO	MADELEINE Z.		O	GU00	2008	2007	5/12/2008	8135630	FD
HONORABLE	BOREN	DAN		O	OK02	2008	2007	5/15/2008	8135631	FD
HONORABLE	BOSWELL	LEONARD L.		O	IA03	2008	2007	5/13/2008	8135632	FD
HONORABLE	BOUCHER	RICK		O	VA09	2008	2007	5/9/2008	8135633	FD
HONORABLE	BOUSTANY	CHARLES W.	JR.	O	LA07	2008	2007	5/12/2008	8135634	FD
HONORABLE	BOYD	ALLEN		O	FL02	2008	2007	6/11/2008	8138280	FD
HONORABLE	BOYDA	NANCY E.		O	KS02	2008	2007	6/24/2008	8138763	FD
HONORABLE	BRADY	KEVIN		O	TX08	2008	2007	6/4/2008	8138006	FD
HONORABLE	BRADY	ROBERT A.		O	PA01	2008	2007	5/15/2008	8135635	FD
HONORABLE	BRALEY	BRUCE L.		A	IA01	2008	2007	3/3/2009	8139763	FD
HONORABLE	BRALEY	BRUCE L.		O	IA01	2008	2007	5/15/2008	8135636	FD
HONORABLE	BROUN	PAUL C.		A	GA10	2008	2007	2/22/2010	8143941	FD
HONORABLE	BROUN	PAUL C.		O	GA10	2008	2007	5/30/2008	8138007	FD
HONORABLE	BROWN	CORRINE		O	FL03	2008	2007	5/15/2008	8135637	FD
HONORABLE	BROWN	HENRY E.	JR.	O	SC01	2008	2007	5/13/2008	8135638	FD
HONORABLE	BROWN-WAITE	GINNY		A	FL05	2008	2007	7/1/2008	8138801	FD
HONORABLE	BROWN-WAITE	GINNY		O	FL05	2008	2007	5/15/2008	8135639	FD
HONORABLE	BUCHANAN	VERN		A	FL13	2008	2007	9/15/2011	8203943	FD
HONORABLE	BUCHANAN	VERN		O	FL13	2008	2007	5/14/2008	8135640	FD
HONORABLE	BUCHANAN	VERN		A	FL13	2008	2007	9/15/2011	8203942	FD
HONORABLE	BUCHANAN	VERN		A	FL13	2008	2007	8/8/2012	8207464	FD
HONORABLE	BURGESS	MICHAEL C.		A	TX26	2008	2007	7/23/2008	8138936	FD
HONORABLE	BURGESS	MICHAEL C.		O	TX26	2008	2007	5/15/2008	8135641	FD
HONORABLE	BURTON	DAN		O	IN05	2008	2007	8/1/2008	8139026	FD
HONORABLE	BUTTERFIELD	G. K.		O	NC01	2008	2007	5/13/2008	8135642	FD
HONORABLE	BUYER	STEVE		O	IN04	2008	2007	5/14/2008	8135643	FD
HONORABLE	CALVERT	KEN		O	CA44	2008	2007	5/15/2008	8135644	FD
HONORABLE	CAMP	DAVE		O	MI04	2008	2007	5/14/2008	8135645	FD
HONORABLE	CAMPBELL	JOHN		O	CA48	2008	2007	6/26/2008	8138786	FD
HONORABLE	CANNON	CHRIS		O	UT03	2008	2007	5/15/2008	8135646	FD
HONORABLE	CANTOR	ERIC		O	VA07	2008	2007	5/15/2008	8135647	FD
HONORABLE	CAPITO	SHELLEY MOORE		O	WV02	2008	2007	5/15/2008	8135648	FD
HONORABLE	CAPPS	LOIS		A	CA23	2008	2007	5/20/2009	8140037	FD
HONORABLE	CAPPS	LOIS		O	CA23	2008	2007	5/14/2008	8135649	FD
HONORABLE	CAPUANO	MICHAEL E.		A	MA08	2008	2007	7/9/2008	8138828	FD
HONORABLE	CAPUANO	MICHAEL E.		O	MA08	2008	2007	5/13/2008	8135650	FD
HONORABLE	CARDOZA	DENNIS A.		O	CA18	2008	2007	5/15/2008	8135651	FD
HONORABLE	CARNAHAN	RUSS		O	MO03	2008	2007	5/15/2008	8135652	FD
HONORABLE	CARNEY	CHRISTOPHER P.		O	PA10	2008	2007	5/15/2008	8135653	FD
HONORABLE	CARSON	ANDRE		O	IN07	2008	2007	5/14/2008	8135654	FD
HONORABLE	CARTER	JOHN R.		A	TX31	2008	2007	10/29/2009	8143534	FD
HONORABLE	CARTER	JOHN R.		A	TX31	2008	2007	6/12/2008	8138279	FD
HONORABLE	CARTER	JOHN R.		A	TX31	2008	2007	7/23/2008	8138974	FD
HONORABLE	CARTER	JOHN R.		O	TX31	2008	2007	5/14/2008	8135655	FD
HONORABLE	CASTLE	MICHAEL N.		A	DE00	2008	2007	12/23/2008	8139573	FD
HONORABLE	CASTLE	MICHAEL N.		O	DE00	2008	2007	6/10/2008	8138009	FD
HONORABLE	CASTOR	KATHY		O	FL11	2008	2007	5/15/2008	8135656	FD
HONORABLE	CAZAYOUX	DONALD J.	JR.	O	LA06	2008	2007	6/5/2008	8138008	FD
HONORABLE	CHABOT	STEVE		O	OH01	2008	2007	5/15/2008	8143341	FD
HONORABLE	CHANDLER	BEN		O	KY06	2008	2007	5/14/2008	8135658	FD
HONORABLE	CHRISTENSEN	DONNA M.		O	VI00	2008	2007	5/14/2008	8135659	FD
HONORABLE	CLARKE	YVETTE D.		O	NY11	2008	2007	5/15/2008	8135660	FD
HONORABLE	CLARKE	YVETTE D.		A	NY11	2008	2007	7/16/2008	8138888	FD
HONORABLE	CLAY	WM. LACY		O	MO01	2008	2007	5/7/2008	8135661	FD
HONORABLE	CLEAVER	EMANUEL		A	MO05	2008	2007	10/22/2009	8143487	FD
HONORABLE	CLEAVER	EMANUEL		O	MO05	2008	2007	5/14/2008	8135662	FD
HONORABLE	CLYBURN	JAMES E.		O	SC06	2008	2007	5/15/2008	8135663	FD
HONORABLE	COBLE	HOWARD		O	NC06	2008	2007	5/15/2008	8135664	FD
HONORABLE	COHEN	STEVE		A	TN09	2008	2007	6/11/2008	8138203	FD
HONORABLE	COHEN	STEVE		A	TN09	2008	2007	7/18/2008	8138938	FD
HONORABLE	COHEN	STEVE		O	TN09	2008	2007	5/14/2008	8135665	FD
HONORABLE	COLE	TOM		O	OK04	2008	2007	5/14/2008	8135666	FD
HONORABLE	CONAWAY	K. MICHAEL		O	TX11	2008	2007	5/15/2008	8135667	FD
HONORABLE	CONYERS	JOHN	JR.	O	MI14	2008	2007	5/15/2008	8135668	FD
HONORABLE	COOPER	JIM		A	TN05	2008	2007	7/30/2008	8138978	FD
HONORABLE	COOPER	JIM		A	TN05	2008	2007	11/17/2008	8139493	FD
HONORABLE	COOPER	JIM		O	TN05	2008	2007	6/11/2008	8138204	FD
HONORABLE	COSTA	JIM		A	CA20	2008	2007	3/31/2009	8139882	FD
HONORABLE	COSTA	JIM		O	CA20	2008	2007	5/15/2008	8135669	FD
HONORABLE	COSTELLO	JERRY F.		O	IL12	2008	2007	5/14/2008	8135670	FD
HONORABLE	COURTNEY	JOE		O	CT02	2008	2007	5/15/2008	8135678	FD
HONORABLE	CRAMER	ROBERT E. (BUD)	JR.	O	AL05	2008	2007	5/15/2008	8135671	FD
HONORABLE	CRENSHAW	ANDER		O	FL04	2008	2007	5/8/2008	8135672	FD
HONORABLE	CROWLEY	JOSEPH		O	NY07	2008	2007	5/14/2008	8135673	FD
HONORABLE	CUBIN	BARBARA		A	WY00	2008	2007	6/6/2008	8138010	FD
HONORABLE	CUBIN	BARBARA		O	WY00	2008	2007	5/14/2008	8135674	FD
HONORABLE	CUELLAR	HENRY		A	TX28	2008	2007	6/19/2008	8138708	FD
HONORABLE	CUELLAR	HENRY		O	TX28	2008	2007	5/15/2008	8135675	FD
HONORABLE	CULBERSON	JOHN ABNEY		O	TX07	2008	2007	5/15/2008	8135676	FD
HONORABLE	CUMMINGS	ELIJAH E.		O	MD07	2008	2007	5/21/2008	8135677	FD
HONORABLE	DAVIS	ARTUR		O	AL07	2008	2007	5/20/2008	8135679	FD
HONORABLE	DAVIS	DANNY K.		O	IL07	2008	2007	5/15/2008	8135680	FD
HONORABLE	DAVIS	DAVID		O	TN01	2008	2007	5/15/2008	8135681	FD
HONORABLE	DAVIS	GEOFF		O	KY04	2008	2007	5/15/2008	8135682	FD
HONORABLE	DAVIS	LINCOLN		A	TN04	2008	2007	7/25/2008	8138979	FD
HONORABLE	DAVIS	LINCOLN		O	TN04	2008	2007	6/11/2008	8138202	FD
HONORABLE	DAVIS	SUSAN A.		O	CA53	2008	2007	5/15/2008	8135684	FD
HONORABLE	DEAL	NATHAN		A	GA09	2008	2007	7/16/2008	8138890	FD
HONORABLE	DEAL	NATHAN		O	GA09	2008	2007	6/17/2008	8138640	FD
HONORABLE	DEFAZIO	PETER A.		O	OR04	2008	2007	4/30/2008	8135685	FD
HONORABLE	DEGETTE	DIANA		A	CO01	2008	2007	6/30/2008	8138802	FD
HONORABLE	DEGETTE	DIANA		A	CO01	2008	2007	6/30/2008	8138803	FD
HONORABLE	DEGETTE	DIANA		O	CO01	2008	2007	5/15/2008	8135686	FD
HONORABLE	DELAHUNT	WILLIAM D.		O	MA10	2008	2007	5/15/2008	8135687	FD
HONORABLE	DELAURO	ROSA L.		A	CT03	2008	2007	6/27/2008	8138804	FD
HONORABLE	DELAURO	ROSA L.		O	CT03	2008	2007	5/14/2008	8135688	FD
HONORABLE	DENT	CHARLES W.		O	PA15	2008	2007	7/17/2008	8138891	FD
HONORABLE	DIAZ-BALART	LINCOLN		O	FL21	2008	2007	5/15/2008	8135689	FD
HONORABLE	DIAZ-BALART	MARIO		O	FL25	2008	2007	5/14/2008	8135690	FD
HONORABLE	DICKS	NORMAN D.		O	WA06	2008	2007	5/13/2008	8135691	FD
HONORABLE	DINGELL	JOHN D.		O	MI15	2008	2007	5/13/2008	8135692	FD
HONORABLE	DOGGETT	LLOYD		O	TX25	2008	2007	5/15/2008	8135693	FD
HONORABLE	DONNELLY	JOE		A	IN02	2008	2007	6/8/2012	8206295	FD
HONORABLE	DONNELLY	JOE		O	IN02	2008	2007	5/15/2008	8135694	FD
HONORABLE	DOOLITTLE	JOHN T.		O	CA04	2008	2007	5/15/2008	8135695	FD
HONORABLE	DOYLE	MICHAEL F.		O	PA14	2008	2007	5/14/2008	8135696	FD
HONORABLE	DRAKE	THELMA D.		A	VA02	2008	2007	8/12/2008	8139053	FD
HONORABLE	DRAKE	THELMA D.		O	VA02	2008	2007	5/13/2008	8135697	FD
HONORABLE	DREIER	DAVID		O	CA26	2008	2007	5/15/2008	8135698	FD
HONORABLE	DUNCAN	JOHN J.	JR.	O	TN02	2008	2007	5/13/2008	8135699	FD
HONORABLE	EDWARDS	CHET		O	TX17	2008	2007	5/15/2008	8135700	FD
HONORABLE	EHLERS	VERNON J.		O	MI03	2008	2007	5/15/2008	8135701	FD
HONORABLE	ELLISON	KEITH		O	MN05	2008	2007	5/15/2008	8135702	FD
HONORABLE	ELLSWORTH	BRAD		O	IN08	2008	2007	5/6/2008	8135740	FD
HONORABLE	EMANUEL	RAHM		O	IL05	2008	2007	5/15/2008	8135704	FD
HONORABLE	EMERSON	JO ANN		O	MO08	2008	2007	5/15/2008	8135705	FD
HONORABLE	ENGEL	ELIOT L.		O	NY17	2008	2007	5/15/2008	8135706	FD
HONORABLE	ENGLISH	PHIL		O	PA03	2008	2007	5/13/2008	8135707	FD
HONORABLE	ESHOO	ANNA G.		A	CA14	2008	2007	5/15/2008	8135709	FD
HONORABLE	ESHOO	ANNA G.		O	CA14	2008	2007	5/14/2008	8135708	FD
HONORABLE	ETHERIDGE	BOB		O	NC02	2008	2007	5/14/2008	8135710	FD
HONORABLE	EVERETT	TERRY		A	AL02	2008	2007	6/16/2008	8138625	FD
HONORABLE	EVERETT	TERRY		O	AL02	2008	2007	5/14/2008	8135711	FD
HONORABLE	FALEOMAVAEGA	ENI F. H.		O	AS00	2008	2007	5/15/2008	8135712	FD
HONORABLE	FALLIN	MARY		O	OK05	2008	2007	5/8/2008	8135713	FD
HONORABLE	FARR	SAM		A	CA17	2008	2007	7/9/2008	8138829	FD
HONORABLE	FARR	SAM		O	CA17	2008	2007	5/14/2008	8135714	FD
HONORABLE	FATTAH	CHAKA		A	PA02	2008	2007	7/10/2008	8138830	FD
HONORABLE	FATTAH	CHAKA		O	PA02	2008	2007	5/15/2008	8135715	FD
HONORABLE	FEENEY	TOM		O	FL24	2008	2007	5/15/2008	8135716	FD
HONORABLE	FERGUSON	MIKE		O	NJ07	2008	2007	5/15/2008	8135717	FD
	FILNER	BOB		O	CA51	2008	2007	5/15/2008	8135718	FD
HONORABLE	FLAKE	JEFF		A	AZ06	2008	2007	5/14/2009	8140038	FD
HONORABLE	FLAKE	JEFF		O	AZ06	2008	2007	5/15/2008	8135719	FD
HONORABLE	FORBES	J. RANDY		O	VA04	2008	2007	6/16/2008	8138626	FD
HONORABLE	FORTENBERRY	JEFF		O	NE01	2008	2007	5/15/2008	8135720	FD
HONORABLE	FORTUNO	LUIS G.		A	PR00	2008	2007	6/5/2008	8138011	FD
HONORABLE	FORTUNO	LUIS G.		O	PR00	2008	2007	5/13/2008	8135721	FD
HONORABLE	FOSSELLA	VITO		O	NY13	2008	2007	9/15/2008	8139242	FD
HONORABLE	FOSTER	BILL		O	IL14	2008	2007	5/15/2008	8135722	FD
HONORABLE	FOXX	VIRGINIA		O	NC05	2008	2007	5/13/2008	8135723	FD
HONORABLE	FRANK	BARNEY		O	MA04	2008	2007	5/14/2008	8135724	FD
HONORABLE	FRANKS	TRENT		O	AZ02	2008	2007	5/15/2008	8135725	FD
HONORABLE	FRELINGHUYSEN	RODNEY P.		O	NJ11	2008	2007	5/14/2008	8135726	FD
HONORABLE	GALLEGLY	ELTON		A	CA24	2008	2007	5/19/2008	8135728	FD
HONORABLE	GALLEGLY	ELTON		O	CA24	2008	2007	5/15/2008	8135727	FD
HONORABLE	GARRETT	SCOTT		A	NJ05	2008	2007	6/20/2008	8138712	FD
HONORABLE	GARRETT	SCOTT		O	NJ05	2008	2007	5/15/2008	8135729	FD
HONORABLE	GERLACH	JIM		A	PA06	2008	2007	6/23/2008	8138764	FD
HONORABLE	GERLACH	JIM		O	PA06	2008	2007	6/10/2008	8138012	FD
HONORABLE	GIFFORDS	GABRIELLE		A	AZ08	2008	2007	12/31/2008	8139574	FD
HONORABLE	GIFFORDS	GABRIELLE		O	AZ08	2008	2007	8/14/2008	8139054	FD
HONORABLE	GILCHREST	WAYNE T.		A	MD01	2008	2007	7/17/2008	8138892	FD
HONORABLE	GILCHREST	WAYNE T.		O	MD01	2008	2007	5/7/2008	8135730	FD
HONORABLE	GILLIBRAND	KIRSTEN E.		O	NY20	2008	2007	5/14/2008	8135731	FD
HONORABLE	GINGREY	PHIL		A	GA11	2008	2007	8/15/2008	8139055	FD
HONORABLE	GINGREY	PHIL		A	GA11	2008	2007	9/5/2008	8139206	FD
HONORABLE	GINGREY	PHIL		A	GA11	2008	2007	6/26/2009	8142908	FD
HONORABLE	GINGREY	PHIL		O	GA11	2008	2007	6/26/2008	8138787	FD
HONORABLE	GOHMERT	LOUIE		O	TX01	2008	2007	5/15/2008	8135732	FD
HONORABLE	GONZALEZ	CHARLES A.		O	TX20	2008	2007	4/30/2008	8207029	FD
HONORABLE	GOODE	VIRGIL H.	JR.	O	VA05	2008	2007	5/14/2008	8135734	FD
HONORABLE	GOODLATTE	BOB		O	VA06	2008	2007	5/15/2008	8135735	FD
HONORABLE	GORDON	BART		O	TN06	2008	2007	7/15/2008	8138893	FD
HONORABLE	GRANGER	KAY		O	TX12	2008	2007	6/20/2008	8138744	FD
HONORABLE	GRAVES	SAM		O	MO06	2008	2007	5/13/2008	8135736	FD
HONORABLE	GREEN	AL		O	TX09	2008	2007	5/14/2008	8135737	FD
HONORABLE	GREEN	GENE		O	TX29	2008	2007	5/15/2008	8135738	FD
HONORABLE	GRIJALVA	RAUL M.		O	AZ07	2008	2007	6/16/2008	8138634	FD
HONORABLE	GUTIERREZ	LUIS V.		A	IL04	2008	2007	9/12/2012	8208302	FD
HONORABLE	GUTIERREZ	LUIS V.		O	IL04	2008	2007	5/15/2008	8135739	FD
HONORABLE	HALL	JOHN J.		A	NY19	2008	2007	9/17/2008	8139244	FD
HONORABLE	HALL	JOHN J.		O	NY19	2008	2007	8/12/2008	8139056	FD
HONORABLE	HALL	RALPH M.		O	TX04	2008	2007	4/29/2008	8135846	FD
HONORABLE	HARE	PHIL		O	IL17	2008	2007	5/15/2008	8135847	FD
HONORABLE	HARMAN	JANE		A	CA36	2008	2007	6/26/2008	8138788	FD
HONORABLE	HARMAN	JANE		A	CA36	2008	2007	5/15/2009	8140039	FD
HONORABLE	HARMAN	JANE		O	CA36	2008	2007	5/14/2008	8135848	FD
HONORABLE	HASTINGS	ALCEE L.		O	FL23	2008	2007	5/1/2008	8135849	FD
HONORABLE	HASTINGS	DOC		O	WA04	2008	2007	5/14/2008	8135850	FD
HONORABLE	HAYES	ROBIN		O	NC08	2008	2007	5/15/2008	8139202	FD
	HEINRICH	MARTIN		A	NM01	2008	2007	5/22/2017	9110829	FD
HONORABLE	HELLER	DEAN		A	NV02	2008	2007	10/6/2008	8139318	FD
HONORABLE	HELLER	DEAN		O	NV02	2008	2007	5/15/2008	8135852	FD
HONORABLE	HENSARLING	JEB		A	TX05	2008	2007	7/14/2008	8138894	FD
HONORABLE	HENSARLING	JEB		O	TX05	2008	2007	5/15/2008	8135853	FD
HONORABLE	HERGER	WALLY		O	CA02	2008	2007	6/16/2008	8138635	FD
HONORABLE	HERSETH SANDLIN	STEPHANIE		O	SD00	2008	2007	5/15/2008	8135854	FD
HONORABLE	HIGGINS	BRIAN		O	NY27	2008	2007	5/9/2008	8135855	FD
HONORABLE	HILL	BARON P.		A	IN09	2008	2007	10/1/2008	8139282	FD
HONORABLE	HILL	BARON P.		O	IN09	2008	2007	5/15/2008	8135856	FD
HONORABLE	HINCHEY	MAURICE D.		O	NY22	2008	2007	5/15/2008	8135857	FD
HONORABLE	HINCHEY	MAURICE D.		A	NY22	2008	2007	10/22/2008	8139374	FD
HONORABLE	HINOJOSA	RUBEN		O	TX15	2008	2007	5/14/2008	8135858	FD
HONORABLE	HIRONO	MAZIE K.		O	HI02	2008	2007	6/9/2008	8138013	FD
HONORABLE	HOBSON	DAVID L.		O	OH07	2008	2007	5/15/2008	8135859	FD
HONORABLE	HODES	PAUL W.		O	NH02	2008	2007	6/16/2008	8138627	FD
HONORABLE	HOEKSTRA	PETER		O	MI02	2008	2007	6/4/2008	8138014	FD
HONORABLE	HOLDEN	TIM		O	PA17	2008	2007	5/15/2008	8135860	FD
HONORABLE	HOLT	RUSH D.		O	NJ12	2008	2007	5/14/2008	8135861	FD
HONORABLE	HONDA	MICHAEL M.		O	CA15	2008	2007	5/15/2008	8135862	FD
HONORABLE	HONDA	MICHAEL M.		A	CA15	2008	2007	5/12/2009	8140040	FD
HONORABLE	HOOLEY	DARLENE		A	OR05	2008	2007	5/15/2008	8135864	FD
HONORABLE	HOOLEY	DARLENE		A	OR05	2008	2007	4/14/2009	8139919	FD
HONORABLE	HOOLEY	DARLENE		O	OR05	2008	2007	5/14/2008	8135863	FD
HONORABLE	HOYER	STENY H.		O	MD05	2008	2007	5/14/2008	8135865	FD
HONORABLE	HULSHOF	KENNY C.		A	MO09	2008	2007	6/12/2008	8138282	FD
HONORABLE	HULSHOF	KENNY C.		O	MO09	2008	2007	5/15/2008	8135866	FD
HONORABLE	HUNTER	DUNCAN		A	CA52	2008	2007	6/12/2008	8138329	FD
HONORABLE	HUNTER	DUNCAN		O	CA52	2008	2007	5/15/2008	8135867	FD
HONORABLE	INGLIS	BOB		O	SC04	2008	2007	5/14/2008	8135868	FD
HONORABLE	INSLEE	JAY		O	WA01	2008	2007	5/14/2008	8135869	FD
HONORABLE	ISRAEL	STEVE		O	NY02	2008	2007	5/15/2008	8135870	FD
HONORABLE	ISSA	DARRELL E.		A	CA49	2008	2007	6/25/2008	8138790	FD
HONORABLE	ISSA	DARRELL E.		O	CA49	2008	2007	6/25/2008	8138789	FD
HONORABLE	JACKSON	JESSE L.	JR.	A	IL02	2008	2007	1/15/2009	8139606	FD
HONORABLE	JACKSON	JESSE L.	JR.	O	IL02	2008	2007	5/15/2008	8135871	FD
HONORABLE	JACKSON-LEE	SHEILA		O	TX18	2008	2007	6/13/2008	8138499	FD
HONORABLE	JEFFERSON	WILLIAM J.		A	LA02	2008	2007	6/18/2008	8138709	FD
HONORABLE	JEFFERSON	WILLIAM J.		O	LA02	2008	2007	5/15/2008	8135872	FD
HONORABLE	JOHNSON	EDDIE BERNICE		O	TX30	2008	2007	5/15/2008	8135873	FD
HONORABLE	JOHNSON	HENRY C. "HANK"	JR.	O	GA04	2008	2007	5/15/2008	8135874	FD
HONORABLE	JOHNSON	SAM		O	TX03	2008	2007	5/13/2008	8135875	FD
HONORABLE	JOHNSON	TIMOTHY V.		O	IL15	2008	2007	5/9/2008	8135876	FD
HONORABLE	JONES	STEPHANIE TUBBS		O	OH11	2008	2007	5/15/2008	8135877	FD
HONORABLE	JONES	WALTER B.		O	NC03	2008	2007	5/13/2008	8135878	FD
HONORABLE	JONES	WALTER B.		A	NC03	2008	2007	8/12/2016	9109911	FD
HONORABLE	JORDAN	JIM		O	OH04	2008	2007	5/14/2008	8135879	FD
HONORABLE	JORDAN	JIM		A	OH04	2008	2007	6/18/2008	8138641	FD
HONORABLE	KAGEN	STEVE		O	WI08	2008	2007	5/15/2008	8135880	FD
HONORABLE	KANJORSKI	PAUL E.		A	PA11	2008	2007	7/17/2008	8138895	FD
HONORABLE	KANJORSKI	PAUL E.		O	PA11	2008	2007	5/14/2008	8135881	FD
HONORABLE	KAPTUR	MARCY		O	OH09	2008	2007	5/14/2008	8135882	FD
HONORABLE	KENNEDY	PATRICK J.		O	RI01	2008	2007	5/15/2008	8135885	FD
HONORABLE	KILDEE	DALE E.		O	MI05	2008	2007	5/8/2008	8135884	FD
HONORABLE	KILPATRICK	CAROLYN C.		O	MI13	2008	2007	5/15/2008	8135887	FD
HONORABLE	KIND	RON		O	WI03	2008	2007	5/15/2008	8135886	FD
HONORABLE	KING	PETER T.		A	NY03	2008	2007	6/2/2008	8138301	FD
HONORABLE	KING	PETER T.		O	NY03	2008	2007	5/15/2008	8135888	FD
HONORABLE	KING	STEVE		O	IA05	2008	2007	5/15/2008	8135889	FD
HONORABLE	KINGSTON	JACK		O	GA01	2008	2007	9/12/2008	8139240	FD
HONORABLE	KIRK	MARK STEVEN		O	IL10	2008	2007	5/15/2008	8135890	FD
HONORABLE	KLEIN	RON		O	FL22	2008	2007	5/15/2008	8135892	FD
HONORABLE	KLINE	JOHN		O	MN02	2008	2007	5/14/2008	8135891	FD
HONORABLE	KNOLLENBERG	JOE		A	MI09	2008	2007	7/29/2008	8138980	FD
HONORABLE	KNOLLENBERG	JOE		O	MI09	2008	2007	5/13/2008	8135893	FD
HONORABLE	KUCINICH	DENNIS J.		O	OH10	2008	2007	5/15/2008	8135894	FD
HONORABLE	KUHL	JOHN R. "RANDY"	JR.	O	NY29	2008	2007	5/15/2008	8135895	FD
HONORABLE	LAHOOD	RAY		A	IL18	2008	2007	7/9/2008	8138831	FD
HONORABLE	LAHOOD	RAY		O	IL18	2008	2007	5/15/2008	8135896	FD
HONORABLE	LAMBORN	DOUG		A	CO05	2008	2007	6/25/2008	8138791	FD
HONORABLE	LAMBORN	DOUG		O	CO05	2008	2007	5/15/2008	8135897	FD
HONORABLE	LAMBORN	DOUG		A	CO05	2008	2007	6/20/2008	8138746	FD
HONORABLE	LAMPSON	NICK		O	TX22	2008	2007	5/15/2008	8135898	FD
HONORABLE	LANGEVIN	JAMES R.		A	RI02	2008	2007	5/15/2009	8140010	FD
HONORABLE	LANGEVIN	JAMES R.		A	RI02	2008	2007	10/8/2010	8149143	FD
HONORABLE	LANGEVIN	JAMES R.		O	RI02	2008	2007	5/15/2008	8135899	FD
