Prefix	Last	First	Suffix	FilingType	StateDst	Year	Filing Year	FilingDate	DocID	DisclosureType
	ALSPACH	ROBERT C.		X	CM00	2012	2011	5/14/2012	8207146	FD
	ALSPACH	ROBERT C.		O	CM00	2012	2011	7/16/2012	8206568	FD
HONORABLE	ALTMIRE	JASON		A	PA04	2012	2011	6/20/2012	8206425	FD
HONORABLE	ALTMIRE	JASON		O	PA04	2012	2011	5/9/2012	8205346	FD
	ALTSCHULER	RANDOLPH		O	NY01	2012	2011	6/25/2012	8208444	FD
	ALVARADO	MARIA LUISA		O	TX35	2012	2011	8/10/2012	8208526	FD
	ALVARADO	SIMON		O	TX12	2012	2011	9/24/2012	8208830	FD
	ALVI	HINA R.		O	KY06	2012	2011	5/15/2012	9101435	FD
	AMARAL	JOHNNY A.		O	CA21	2012	2011	5/11/2012	9100952	FD
HONORABLE	AMASH	JUSTIN		O	MI03	2012	2011	5/15/2012	8205347	FD
	AMENT	DOUGLAS		O	LC00	2012	2011	5/15/2012	8206216	FD
	AMERLING	KRISTIN L.		T	CM00	2012	2012	3/1/2012	8204730	FD
	AMIN	VISHAL		O	JU00	2012	2011	5/7/2012	9100810	FD
HONORABLE	AMODEI	MARK E.		O	NV02	2012	2011	5/15/2012	8205348	FD
	ANDEL	MICHAEL R.		O	GA13	2012	2011	5/1/2012	9100661	FD
	ANDERSON	BLAIR C.		W	MA01	2012	2012	11/2/2012	8209400	FD
	ANDERSON	BLAIR C.		O	MA01	2012	2011	5/11/2012	9100951	FD
	ANDERSON	DAVID G.		O	WI07	2012	2011	5/9/2012	8205254	FD
	ANDERSON	DOUGLAS C.		O	IR00	2012	2011	5/14/2012	9101119	FD
	ANDERSON	JOHN T.		O	TI00	2012	2011	5/15/2012	9101437	FD
	ANDERSON	MARK J.		A	NE02	2012	2011	9/18/2012	8208724	FD
	ANDERSON	MARK J.		O	NE02	2012	2011	5/7/2012	9100811	FD
	ANDERSON	MARTHA		O	LC00	2012	2011	5/7/2012	9100812	FD
	ANDERSON	MARTHA		T	LC00	2012	2012	2/4/2013	8209803	FD
	ANDERSON-LEE	MICHELLE D.		A	PA02	2012	2011	9/12/2012	8208213	FD
	ANDERSON-LEE	MICHELLE D.		O	PA02	2012	2011	5/14/2012	9101120	FD
	ANDRES	GARY J.		O	CM00	2012	2011	5/15/2012	9101450	FD
HONORABLE	ANDREWS	ROBERT E.		O	NJ01	2012	2011	5/14/2012	8205349	FD
	ANFINSON	SUSAN		O	NE02	2012	2011	5/10/2012	9100867	FD
	ANFINSON	THOMAS EDWARD		O	TN07	2012	2011	5/10/2012	9100868	FD
	ANFINSON	THOMAS ELMER		O	NC03	2012	2011	5/7/2012	9100813	FD
	ANSLEY	STEPHEN P.		O	AP00	2012	2011	5/2/2012	9100687	FD
	ANTELL	GEOFFREY		X	WM00	2012	2011	5/17/2012	8207354	FD
	ANTELL	GEOFFREY		O	WM00	2012	2011	6/11/2012	8206226	FD
	ANTENORI	FRANK		W	AZ08	2012	2012	8/8/2012	8208787	FD
	ANTHONY	MARY C.		A	CB00	2012	2011	6/14/2012	8206337	FD
	ANTHONY	MARY C.		O	CB00	2012	2011	5/11/2012	9101020	FD
	ANTONELLO	KRISTIN		O	NJ03	2012	2011	1/11/2013	8209656	FD
	ANZALONE	ANNE M.		O	NY07	2012	2011	5/15/2012	9101438	FD
	APELBAUM	PERRY		X	JU00	2012	2011	5/24/2012	8207402	FD
	APELBAUM	PERRY		O	JU00	2012	2011	6/26/2012	8206451	FD
	APPLETON	SETH D.		O	MO09	2012	2011	5/9/2012	8205255	FD
	ARAGO	ALEC J.		O	CA17	2012	2011	5/23/2012	9101967	FD
	ARANGIO	JENNIFER		O	HM00	2012	2011	5/15/2012	8206217	FD
	ARCANGELI	PAUL		O	NS00	2012	2011	5/14/2012	9101121	FD
	ARIALE	JOHN M.		O	FL04	2012	2011	5/11/2012	9100953	FD
	ARISPE	IRMA E.		X	LC00	2012	2011	5/15/2012	8207177	FD
	ARISPE	IRMA E.		O	LC00	2012	2011	6/11/2012	8206225	FD
	ARISPE	IRMA E.		T	LC00	2012	2012	2/6/2013	8209804	FD
	ARNOLD	BRUCE G.		O	CB00	2012	2011	5/15/2012	9101439	FD
	ARNOLD	ROBERT W.		O	CB00	2012	2011	5/15/2012	9101440	FD
	ARONSON	LAUREN E.		T	WM00	2012	2012	4/25/2012	8204974	FD
	ARREGUIN	JUAN MANUEL		O	AZ03	2012	2011	5/25/2012	8208627	FD
	ARTHUR	BRUCE T.		A	AC00	2012	2011	8/20/2012	8207594	FD
	ARTHUR	BRUCE T.		O	AC00	2012	2011	4/25/2012	9100589	FD
	ARTHUR	CAMILLA S.		O	AO00	2012	2011	4/24/2012	9100557	FD
	ARTHUR	DAVID A.		O	CB00	2012	2011	5/4/2012	9100752	FD
	ASH	MICHELLE H.		O	CM00	2012	2011	5/15/2012	9101442	FD
	ASHFORD	JEFFREY H.		O	AP00	2012	2011	5/15/2012	9101443	FD
	ASHMAWY	OMAR S.		O	CE00	2012	2011	5/3/2012	9100723	FD
	ATCHISON	DARRYL A.		O	AO00	2012	2011	4/23/2012	9100531	FD
	ATKINSON	RODERICK D.		O	LC00	2012	2011	5/15/2012	9101444	FD
	ATWILL	NICOLE GALLINE		X	LC00	2012	2011	5/15/2012	8207178	FD
	ATWILL	NICOLE GALLINE		X	LC00	2012	2011	10/2/2012	8209042	FD
	ATWILL	NICOLE GALLINE		O	LC00	2012	2011	6/25/2012	8206452	FD
	ATWILL	NICOLE GALLINE		T	LC00	2012	2012	12/12/2012	8209530	FD
	AUSTIN	DAVID H.		O	CB00	2012	2011	5/15/2012	9101445	FD
	AUSTIN	NICOLE C.		O	BA00	2012	2011	4/30/2012	9100639	FD
HONORABLE	AUSTRIA	STEVE		X	OH07	2012	2011	4/27/2012	8206847	FD
HONORABLE	AUSTRIA	STEVE		O	OH07	2012	2011	8/10/2012	8207474	FD
	AVANT	ISSAC L.		O	MS02	2012	2011	5/15/2012	9101446	FD
	AVCIN	SUSAN V.		O	AP00	2012	2011	5/8/2012	8205170	FD
	AWAN	ABID A.		O	SE00	2012	2011	5/15/2012	9101447	FD
	AWAN	IMRAN		O	CA31	2012	2011	5/15/2012	9101448	FD
	AWAN	OMAR		O	AO00	2012	2011	5/18/2012	8205964	FD
	AYCOCK	ELMO MURRY	III	O	TX34	2012	2011	5/4/2012	8208154	FD
	AYERS	STEPHEN T.		O	AC00	2012	2011	5/14/2012	9101122	FD
HONORABLE	BACA	JOE		O	CA43	2012	2011	5/15/2012	8205350	FD
HONORABLE	BACHMANN	MICHELE		A	MN06	2012	2011	5/24/2013	8212128	FD
HONORABLE	BACHMANN	MICHELE		X	MN06	2012	2011	5/15/2012	8206876	FD
HONORABLE	BACHMANN	MICHELE		O	MN06	2012	2011	8/14/2012	8207547	FD
HONORABLE	BACHUS	SPENCER		O	AL06	2012	2011	5/15/2012	8205351	FD
	BADENHOP	KIMBERLY A.		O	ND00	2012	2011	5/10/2013	8210301	FD
	BADENHOP	KIMBERLY A.		T	ND00	2012	2012	5/10/2013	8210293	FD
	BADEY	GEORGE J.	III	O	PA07	2012	2011	3/23/2012	8207997	FD
	BAECHLER	MARY		D	WA04	2012	2012	5/23/2012	8206164	FD
	BAECHLER	MARY		O	WA04	2012	2011	8/13/2012	8208534	FD
	BAER	PETER L.		O	AO00	2012	2011	5/1/2012	9100662	FD
	BAHAR	MICHAEL		O	IT00	2012	2011	10/19/2012	8209267	FD
	BAHM	PETER		X	AC00	2012	2011	5/9/2012	8207129	FD
	BAHM	PETER		O	AC00	2012	2011	6/26/2012	8206453	FD
	BAILEY	JENNIFER N.		A	TX14	2012	2011	10/4/2012	8209093	FD
	BAILEY	JENNIFER N.		O	TX14	2012	2011	5/15/2012	9101451	FD
	BAISH	MARY ALICE		X	GP00	2012	2011	5/2/2012	8207107	FD
	BAISH	MARY ALICE		A	GP00	2012	2011	10/18/2013	8213255	FD
	BAISH	MARY ALICE		O	GP00	2012	2011	7/18/2012	8206659	FD
	BAKER	ANDREW W.		A	AG00	2012	2011	10/25/2012	8209344	FD
	BAKER	ANDREW W.		X	AG00	2012	2011	5/15/2012	8207179	FD
	BAKER	ANDREW W.		O	AG00	2012	2011	7/30/2012	8206739	FD
	BAKER	BRETT T.		O	WM00	2012	2011	5/15/2012	9101452	FD
	BAKER	TIMOTHY R.		O	GA09	2012	2011	5/15/2012	9101453	FD
HONORABLE	BALDWIN	TAMMY		O	WI02	2012	2011	5/14/2012	8205352	FD
	BALDWIN	WILLIAM BRET		O	TX27	2012	2011	10/18/2012	8209223	FD
	BALIS	ELLEN		A	BU00	2012	2011	9/14/2012	8208214	FD
	BALIS	ELLEN		O	BU00	2012	2011	5/9/2012	8205256	FD
	BALL	SCHARON L.		O	CP00	2012	2011	5/15/2012	9101454	FD
	BALLOU	ERNEST W.	JR.	O	LG00	2012	2011	5/14/2012	9101123	FD
	BALTIMORE	JASON		O	AC00	2012	2011	10/22/2012	8209268	FD
	BALTZAN	ELIZABETH		O	WM00	2012	2011	2/20/2013	8209890	FD
	BANKS	ALVERT Q.		O	LC00	2012	2011	5/14/2012	9101124	FD
	BANKS	LINDA M.		O	SE00	2012	2011	5/14/2012	9101125	FD
	BANTHIN	JESSICA S.		A	CB00	2012	2011	12/13/2012	8209531	FD
	BANTHIN	JESSICA S.		A	CB00	2012	2011	9/5/2012	8208252	FD
	BANTHIN	JESSICA S.		O	CB00	2012	2011	5/15/2012	9101455	FD
	BARBER	RON		A	AZ08	2012	2011	8/26/2014	8216449	FD
	BARBER	RON		A	AZ08	2012	2011	6/13/2013	8212253	FD
	BARBER	RON		O	AZ08	2012	2011	3/19/2012	8208032	FD
	BAREFOOT	JEFFREY		F	AO00	2012	2011	4/30/2012	8206968	FD
	BARKELOO	SHARON A.		O	TI00	2012	2011	5/2/2012	9100688	FD
HONORABLE	BARLETTA	LOU		O	PA11	2012	2011	5/14/2012	8205353	FD
	BARNES	MICHAEL A.		O	GP00	2012	2011	5/7/2012	9100814	FD
	BARNETT	PHILIP S.		X	CM00	2012	2011	5/11/2012	8207135	FD
	BARNETT	PHILIP S.		O	CM00	2012	2011	8/9/2012	8206986	FD
	BARNETT	SUZANNE MARIE		O	LC00	2012	2011	8/14/2012	8208535	FD
	BARNETTE	JAMES D.		T	CM00	2012	2012	5/3/2012	8204996	FD
	BARNUM	GEORGE D.		O	GP00	2012	2011	5/4/2012	9100753	FD
	BARON	DENA		X	AP00	2012	2011	5/14/2012	8207147	FD
	BARON	DENA		O	AP00	2012	2011	6/14/2012	8206360	FD
	BARR	GARLAND HALE "ANDY"	IV	A	KY06	2012	2011	12/12/2012	8209527	FD
	BARR	GARLAND HALE "ANDY"	IV	A	KY06	2012	2011	12/19/2012	8209564	FD
	BARR	GARLAND HALE "ANDY"	IV	O	KY06	2012	2011	5/17/2012	8208413	FD
	BARRETT	ROBERT R.		O	AO00	2012	2011	5/15/2012	9101457	FD
HONORABLE	BARROW	JOHN		O	GA12	2012	2011	5/15/2012	8205355	FD
	BARTH	JEFF		O	SD01	2012	2011	11/1/2012	8209388	FD
	BARTHELD	ELIZABETH L.		T	OK01	2012	2012	12/14/2012	8209550	FD
	BARTHELD	ELIZABETH L.		O	OK01	2012	2011	5/14/2012	9101126	FD
	BARTHOLD	THOMAS A.		O	JT00	2012	2011	5/11/2012	9100954	FD
	BARTLETT	BLAIRE		O	NY13	2012	2011	5/15/2012	9101456	FD
HONORABLE	BARTLETT	ROSCOE G.		O	MD06	2012	2011	5/15/2012	8205357	FD
	BARTOLOMEI	DONALD L.		O	GP00	2012	2011	5/15/2012	9101458	FD
HONORABLE	BARTON	JOE		O	TX06	2012	2011	5/15/2012	8205356	FD
	BARTON	STACY P.		O	NJ03	2012	2011	5/15/2012	9101459	FD
	BARTON	STACY P.		A	NJ03	2012	2011	11/20/2012	8209461	FD
	BARTRUM	JOHN J.		X	AP00	2012	2011	5/15/2012	8207180	FD
	BARTRUM	JOHN J.		O	AP00	2012	2011	7/25/2012	8206741	FD
HONORABLE	BASS	CHARLES F.		O	NH02	2012	2011	5/15/2012	8205358	FD
HONORABLE	BASS	KAREN		A	CA33	2012	2011	10/23/2019	9115508	FD
HONORABLE	BASS	KAREN		O	CA33	2012	2011	5/15/2012	8205359	FD
	BATES	CAROL M.		O	AC00	2012	2011	4/19/2012	9100488	FD
	BATES	DEBORAH A.		F	AO00	2012	2011	4/30/2012	8206967	FD
	BATTLES	CAROLINE A.		O	MO03	2012	2011	5/10/2012	9100869	FD
	BAUGH	ROBERT P.		O	MN03	2012	2011	5/8/2012	8205171	FD
	BAUM	RAY		X	OR02	2012	2011	5/14/2012	8207148	FD
	BAUM	RAY		O	OR02	2012	2011	5/14/2012	9101127	FD
	BAUMGARDNER	JAMES R.		O	CB00	2012	2011	5/11/2012	9100955	FD
	BAYER	MARK D.		O	MA07	2012	2011	5/15/2012	9101461	FD
	BAYER	PHILIP K.		O	LG00	2012	2011	5/7/2012	9100815	FD
	BAYNE	FLOYD C.		O	VA07	2012	2011	5/16/2012	8208393	FD
	BEARD	CLAUDIA JEAN-LOUISE		X	NC04	2012	2011	5/22/2012	8207363	FD
	BEARD	CLAUDIA JEAN-LOUISE		O	NC04	2012	2011	7/13/2012	8206608	FD
	BEAUBIAN	TRACI R.		O	AO00	2012	2011	5/15/2012	9101462	FD
	BEAUDOIN	GORDON		A	AO00	2012	2011	11/13/2012	8209443	FD
	BEAUDOIN	GORDON		A	AO00	2012	2011	8/27/2012	8207781	FD
	BEAUDOIN	GORDON		O	AO00	2012	2011	5/15/2012	8206149	FD
HONORABLE	BECERRA	XAVIER		X	CA31	2012	2011	5/22/2012	8206877	FD
HONORABLE	BECERRA	XAVIER		O	CA31	2012	2011	6/14/2012	8206379	FD
	BECKERMAN	MICHAEL M.		O	CM00	2012	2011	5/3/2012	9100724	FD
	BECKERMAN	MICHAEL M.		T	CM00	2012	2012	8/29/2012	8207818	FD
	BEEMAN	EARL R.		O	WM00	2012	2011	5/15/2012	9101464	FD
	BEEUWKES-BUNTIN	MELINDA		O	CB00	2012	2011	5/15/2012	9101506	FD
	BEHAN	GEORGE P.		O	WA06	2012	2011	5/15/2012	9101465	FD
	BEHRENS	CARL E.		O	LC00	2012	2011	5/3/2012	9100725	FD
	BEIDEL	BERNARD E.		O	AO00	2012	2011	5/15/2012	9101466	FD
	BEIDER	PERRY C.		O	CB00	2012	2011	5/11/2012	9100956	FD
	BELAIR	BRENDAN M.		O	TX31	2012	2011	5/16/2012	9101866	FD
	BELASCO	AMY F.		X	LC00	2012	2011	5/3/2012	8207111	FD
	BELASCO	AMY F.		O	LC00	2012	2011	6/29/2012	8206481	FD
	BELL	FRANK E.		A	AO00	2012	2011	5/15/2013	8210429	FD
	BELL	FRANK E.		O	AO00	2012	2011	1/4/2013	8209629	FD
	BELLIS	MARTIN D.		O	LG00	2012	2011	5/8/2012	8205172	FD
	BELTZ	ERNIE ALAN	JR.	O	TX10	2012	2011	5/11/2012	8208357	FD
	BEMIS	RONALD S.		O	WA07	2012	2011	7/16/2012	8208946	FD
	BENEDETTO	KATHLEEN		O	RE00	2012	2011	5/17/2012	9101904	FD
HONORABLE	BENISHEK	DAN		O	MI01	2012	2011	5/15/2012	8205354	FD
	BENJAMIN	DARREN		O	AP00	2012	2011	5/15/2012	9101467	FD
	BENJAMIN	WILLIAM C.		O	SH00	2012	2011	5/11/2012	9100957	FD
	BENNETT	GERALD E.		O	AO00	2012	2011	4/30/2012	9100641	FD
	BENNETT	MICHAEL J.		O	CB00	2012	2011	5/11/2012	9100958	FD
	BENNO	ROSALINE C.		O	HM00	2012	2011	5/15/2012	9101551	FD
	BENOIT	KIMBERLY F.		O	IG00	2012	2011	4/26/2012	8206136	FD
	BENSON-WALKER	GWEN		A	DC00	2012	2011	10/9/2012	8209094	FD
	BENSON-WALKER	GWEN		O	DC00	2012	2011	4/30/2012	9100640	FD
	BERA	AMERISH B.		O	CA07	2012	2011	5/24/2012	8208415	FD
	BERESIK	MICHAEL T.		X	BA00	2012	2011	5/16/2012	8207269	FD
	BERESIK	MICHAEL T.		O	BA00	2012	2011	6/15/2012	8206361	FD
HONORABLE	BERG	RICK		X	ND00	2012	2011	5/15/2012	8206878	FD
HONORABLE	BERG	RICK		O	ND00	2012	2011	6/14/2012	8206311	FD
	BERGERON	JAMES P.		O	EE00	2012	2011	5/9/2012	8205257	FD
	BERGREEN	TIMOTHY S.		O	CA29	2012	2011	6/4/2012	9102092	FD
	BERGREN	ERIC		O	KY02	2012	2011	5/10/2012	9100871	FD
HONORABLE	BERKLEY	SHELLEY		O	NV01	2012	2011	5/15/2012	9102101	FD
	BERKOWITZ	PAUL H.		X	CA46	2012	2011	5/15/2012	8207181	FD
	BERKOWITZ	PAUL H.		O	CA46	2012	2011	7/31/2012	8206740	FD
	BERKOWITZ	PAUL H.		A	CA46	2012	2011	10/23/2012	8209246	FD
HONORABLE	BERMAN	HOWARD L.		O	CA28	2012	2011	5/14/2012	8205361	FD
	BERN	JARYD M.		O	OK02	2012	2011	5/15/2012	9101468	FD
	BERN	JARYD M.		T	OK02	2012	2012	11/20/2012	8209477	FD
	BERNAL	DANIEL E.		O	CA08	2012	2011	5/23/2012	9101970	FD
	BERQUAM	TAUNJA J.		O	AP00	2012	2011	4/19/2012	9100489	FD
	BERRY	TIMOTHY J.		X	MW00	2012	2011	5/17/2012	8207355	FD
	BERRY	TIMOTHY J.		X	MW00	2012	2011	7/17/2012	8207438	FD
	BERRY	TIMOTHY J.		O	MW00	2012	2011	8/3/2012	8206828	FD
	BETH	RICHARD S.		O	LC00	2012	2011	5/29/2012	9101971	FD
	BETZ	KIMBERLY S.		A	RC00	2012	2011	4/4/2013	9102239	FD
	BETZ	KIMBERLY S.		O	RC00	2012	2011	1/31/2013	8209742	FD
	BETZ	KIMBERLY S.		T	WA05	2012	2012	4/27/2012	8204981	FD
	BIALKE	BROOKE		X	MN06	2012	2011	5/22/2012	8207364	FD
	BIALKE	BROOKE		O	MN06	2012	2011	8/15/2012	8207566	FD
	BIAS	LEE A.		O	WV03	2012	2011	5/4/2012	8208324	FD
	BICKLEY	JAMES M.		O	LC00	2012	2011	5/8/2012	8205173	FD
	BIELAT	SEAN		O	MA04	2012	2011	5/23/2012	8208632	FD
HONORABLE	BIGGERT	JUDY		A	IL13	2012	2011	2/6/2013	8209814	FD
HONORABLE	BIGGERT	JUDY		O	IL13	2012	2011	5/15/2012	8205363	FD
	BIGNOTTI	MARIO R.		O	CP00	2012	2011	5/14/2012	9101128	FD
	BIGNOTTI	MARIO R.		T	CP00	2012	2012	12/31/2012	8209602	FD
HONORABLE	BILBRAY	BRIAN P.		A	CA50	2012	2011	11/2/2012	8209405	FD
HONORABLE	BILBRAY	BRIAN P.		O	CA50	2012	2011	5/15/2012	8205364	FD
	BILHEIMER	LINDA T.		O	CB00	2012	2011	5/11/2012	9100959	FD
HONORABLE	BILIRAKIS	GUS M.		O	FL09	2012	2011	5/14/2012	8205365	FD
	BILLINGS	JOHN W.		O	NH02	2012	2011	5/15/2012	9101470	FD
HONORABLE	BILLINGTON	JAMES H.		X	LC00	2012	2011	5/15/2012	8207182	FD
HONORABLE	BILLINGTON	JAMES H.		X	LC00	2012	2011	5/29/2012	8207460	FD
HONORABLE	BILLINGTON	JAMES H.		O	LC00	2012	2011	5/29/2012	9101972	FD
	BINA	ELIZABETH H.		A	AP00	2012	2011	9/10/2012	8208273	FD
	BINA	ELIZABETH H.		O	AP00	2012	2011	4/24/2012	9100558	FD
	BINGHAM	ELIZABETH S.		A	CL00	2012	2011	10/9/2012	8209095	FD
	BINGHAM	ELIZABETH S.		O	CL00	2012	2011	5/15/2012	9101471	FD
	BIRMAN	IGOR A.		O	CA04	2012	2011	5/15/2012	9101472	FD
HONORABLE	BISHOP	ROB		O	UT01	2012	2011	5/15/2012	8205366	FD
HONORABLE	BISHOP	SANFORD D.	JR.	O	GA02	2012	2011	5/15/2012	8205367	FD
HONORABLE	BISHOP	TIMOTHY H.		A	NY01	2012	2011	5/28/2013	8212127	FD
HONORABLE	BISHOP	TIMOTHY H.		O	NY01	2012	2011	5/11/2012	8205368	FD
	BJORKSTEN	NILS JOHAN		X	LC00	2012	2011	5/15/2012	8207183	FD
	BJORKSTEN	NILS JOHAN		O	LC00	2012	2011	6/11/2012	8206246	FD
	BLACK	CAROL		T	AO00	2012	2012	5/15/2012	8205129	FD
HONORABLE	BLACK	DIANE		R	TN06	2012	2012	11/2/2012	8209407	FD
HONORABLE	BLACK	DIANE		X	TN06	2012	2011	5/8/2012	8206851	FD
HONORABLE	BLACK	DIANE		X	TN06	2012	2011	7/5/2012	8206941	FD
HONORABLE	BLACK	DIANE		X	TN06	2012	2011	8/8/2012	8207039	FD
HONORABLE	BLACK	DIANE		A	TN06	2012	2011	11/28/2012	8209499	FD
HONORABLE	BLACK	DIANE		O	TN06	2012	2011	8/13/2012	8207466	FD
HONORABLE	BLACKBURN	MARSHA		A	TN07	2012	2011	11/16/2012	8209431	FD
HONORABLE	BLACKBURN	MARSHA		O	TN07	2012	2011	5/15/2012	8205369	FD
	BLAIR	ROBERT B.		O	AO00	2012	2011	5/14/2012	9101130	FD
	BLAKE	BRETT L.		O	CP00	2012	2011	5/15/2012	9101474	FD
	BLAKNEY	HAROLD		O	AO00	2012	2011	5/14/2012	9101129	FD
	BLANKENSHIP	APRIL L.		O	MI04	2012	2011	5/15/2012	9101475	FD
	BLAS	FRANK FLORES	JR.	O	GU00	2012	2011	3/7/2012	8208207	FD
	BLASÉ	BRIAN		X	GO00	2012	2011	5/14/2012	8207149	FD
	BLASÉ	BRIAN		O	GO00	2012	2011	8/7/2012	8207012	FD
	BLAU	EDWARD C.		O	CB00	2012	2011	4/23/2012	9100532	FD
	BLEDSOE	TAYLOR O.		O	TX32	2012	2011	5/23/2012	9101973	FD
	BLOCHER	PAUL C.		X	MN08	2012	2011	5/16/2012	8207270	FD
	BLOCHER	PAUL C.		X	MN08	2012	2011	7/23/2012	8207449	FD
	BLOCHER	PAUL C.		O	MN08	2012	2011	8/15/2012	8207567	FD
	BLOCKER	BYRON C.		O	GP00	2012	2011	6/15/2012	8206388	FD
	BLODGETT	TIMOTHY P.		O	SG00	2012	2011	5/11/2012	9100960	FD
	BLOM	BARRY J.		O	CB00	2012	2011	5/15/2012	9101476	FD
	BLOOMQUIST	MICHAEL D.		A	CM00	2012	2011	10/10/2012	8209096	FD
	BLOOMQUIST	MICHAEL D.		X	CM00	2012	2011	5/16/2012	8207271	FD
	BLOOMQUIST	MICHAEL D.		O	CM00	2012	2011	8/8/2012	8207013	FD
	BLOXSON	DARRIN		O	CP00	2012	2011	5/11/2012	9100961	FD
	BLOYER	JOHN H.		O	JT00	2012	2011	4/25/2012	9100590	FD
HONORABLE	BLUMENAUER	EARL		O	OR03	2012	2011	5/23/2012	8205370	FD
	BLYTH	JONATHAN		T	FL22	2012	2012	11/26/2012	8209498	FD
	BLYTH	JONATHAN		A	FL22	2012	2011	5/16/2012	9101867	FD
	BLYTH	JONATHAN		O	FL22	2012	2011	5/15/2012	9101477	FD
	BLYTH	JONATHAN		A	FL22	2012	2011	1/7/2013	8209618	FD
	BOARDMAN	CHRISTIANE		O	VA04	2012	2011	5/15/2012	9101478	FD
	BOARMAN	LAWRENCE A.		O	AP00	2012	2011	5/15/2012	9101479	FD
HONORABLE	BOARMAN	WILLIAM J.		T	GP00	2012	2012	4/19/2012	8204954	FD
	BOBBITT	DOUGLASS E.		O	AP00	2012	2011	5/14/2012	9101131	FD
