Prefix	Last	First	Suffix	FilingType	StateDst	Year	Filing Year	FilingDate	DocID	DisclosureType
	CROCKER	ROYCE		O	LC00	2010	2009	11/16/2015	9107949	FD
HONORABLE	CROWLEY	JOSEPH		O	NY07	2010	2009	5/14/2010	8147154	FD
HONORABLE	CUELLAR	HENRY		A	TX28	2010	2009	6/14/2010	8147641	FD
HONORABLE	CUELLAR	HENRY		O	TX28	2010	2009	5/17/2010	8147155	FD
HONORABLE	CULBERSON	JOHN ABNEY		O	TX07	2010	2009	5/13/2010	8147156	FD
HONORABLE	CUMMINGS	ELIJAH E.		O	MD07	2010	2009	5/24/2010	8147157	FD
HONORABLE	DAHLKEMPER	KATHLEEN A.		A	PA03	2010	2009	10/18/2010	8149206	FD
HONORABLE	DAHLKEMPER	KATHLEEN A.		O	PA03	2010	2009	5/17/2010	8147204	FD
HONORABLE	DAVIS	ARTUR		O	AL07	2010	2009	5/17/2010	8147202	FD
HONORABLE	DAVIS	DANNY K.		O	IL07	2010	2009	6/14/2010	8147642	FD
HONORABLE	DAVIS	GEOFF		O	KY04	2010	2009	5/17/2010	8147203	FD
HONORABLE	DAVIS	LINCOLN		O	TN04	2010	2009	7/15/2010	8148161	FD
HONORABLE	DAVIS	SUSAN A.		A	CA53	2010	2009	7/20/2010	8148189	FD
HONORABLE	DAVIS	SUSAN A.		O	CA53	2010	2009	5/17/2010	8147205	FD
HONORABLE	DEAL	NATHAN		T	GA09	2010	2010	4/1/2010	8144078	FD
HONORABLE	DEFAZIO	PETER A.		A	OR04	2010	2009	7/14/2010	8148162	FD
HONORABLE	DEFAZIO	PETER A.		O	OR04	2010	2009	5/11/2010	8147206	FD
HONORABLE	DEGETTE	DIANA		O	CO01	2010	2009	5/17/2010	8147207	FD
HONORABLE	DELAHUNT	BILL		O	MA10	2010	2009	5/25/2010	8147210	FD
HONORABLE	DELAURO	ROSA		A	CT03	2010	2009	5/25/2010	8147209	FD
HONORABLE	DELAURO	ROSA		O	CT03	2010	2009	5/17/2010	8147208	FD
HONORABLE	DENHAM	JEFF		O	CA19	2010	2009	7/13/2011	8203336	FD
HONORABLE	DENT	CHARLES W.		O	PA15	2010	2009	8/10/2010	8148446	FD
HONORABLE	DEUTCH	THEODORE E.		A	FL19	2010	2009	7/28/2010	8148300	FD
HONORABLE	DEUTCH	THEODORE E.		A	FL19	2010	2009	8/10/2010	8148447	FD
HONORABLE	DEUTCH	THEODORE E.		O	FL19	2010	2009	6/17/2010	8147828	FD
HONORABLE	DIAZ-BALART	LINCOLN		O	FL21	2010	2009	5/14/2010	8146746	FD
HONORABLE	DIAZ-BALART	MARIO		O	FL25	2010	2009	5/14/2010	8146745	FD
HONORABLE	DICKS	NORMAN D.		O	WA06	2010	2009	5/17/2010	8147211	FD
HONORABLE	DINGELL	JOHN D.		O	MI15	2010	2009	5/14/2010	8147212	FD
HONORABLE	DOGGETT	LLOYD		A	TX25	2010	2009	7/13/2011	8203315	FD
HONORABLE	DOGGETT	LLOYD		O	TX25	2010	2009	5/17/2010	8147213	FD
HONORABLE	DOGGETT	LLOYD		O	TX25	2010	2009	7/13/2011	8203337	FD
HONORABLE	DOLD	ROBERT J.		A	IL10	2010	2009	6/29/2011	8203199	FD
HONORABLE	DONNELLY	JOE		A	IN02	2010	2009	5/16/2011	9100148	FD
HONORABLE	DONNELLY	JOE		O	IN02	2010	2009	5/17/2010	8147214	FD
HONORABLE	DOYLE	MICHAEL F.		O	PA14	2010	2009	5/12/2010	8147215	FD
HONORABLE	DREIER	DAVID		A	CA26	2010	2009	8/17/2011	8203715	FD
HONORABLE	DREIER	DAVID		O	CA26	2010	2009	6/23/2010	8147889	FD
HONORABLE	DRIEHAUS	STEVE		A	OH01	2010	2009	6/14/2010	8147638	FD
HONORABLE	DRIEHAUS	STEVE		O	OH01	2010	2009	5/17/2010	8147216	FD
HONORABLE	DUNCAN	JOHN J.	JR.	O	TN02	2010	2009	5/17/2010	8147217	FD
HONORABLE	EDWARDS	CHET		O	TX17	2010	2009	5/14/2010	8147219	FD
HONORABLE	EDWARDS	DONNA F.		O	MD04	2010	2009	5/17/2010	8147218	FD
HONORABLE	EHLERS	VERNON J.		A	MI03	2010	2009	8/15/2010	8148533	FD
HONORABLE	EHLERS	VERNON J.		O	MI03	2010	2009	5/13/2010	8147220	FD
HONORABLE	ELLISON	KEITH		O	MN05	2010	2009	5/17/2010	8147221	FD
HONORABLE	ELLISON	KEITH		A	MN05	2010	2009	6/23/2010	8147890	FD
HONORABLE	ELLMERS	RENEE L.		O	NC02	2010	2009	7/13/2011	8203338	FD
HONORABLE	ELLSWORTH	BRAD		O	IN08	2010	2009	5/12/2010	8147222	FD
HONORABLE	EMERSON	JO ANN		O	MO08	2010	2009	5/17/2010	8147223	FD
HONORABLE	ENGEL	ELIOT L.		O	NY17	2010	2009	5/17/2010	8147224	FD
HONORABLE	ESHOO	ANNA G.		O	CA14	2010	2009	5/12/2010	8147225	FD
HONORABLE	ETHERIDGE	BOB		O	NC02	2010	2009	5/14/2010	8147226	FD
HONORABLE	FALEOMAVAEGA	ENI F. H.		A	AS00	2010	2009	6/29/2011	8203200	FD
HONORABLE	FALEOMAVAEGA	ENI F. H.		O	AS00	2010	2009	5/17/2010	8147227	FD
HONORABLE	FALLIN	MARY		O	OK05	2010	2009	6/16/2010	8147829	FD
HONORABLE	FARR	SAM		A	CA17	2010	2009	7/1/2010	8147982	FD
HONORABLE	FARR	SAM		O	CA17	2010	2009	5/17/2010	8147228	FD
HONORABLE	FATTAH	CHAKA		A	PA02	2010	2009	7/1/2010	8147983	FD
HONORABLE	FATTAH	CHAKA		O	PA02	2010	2009	5/17/2010	8147229	FD
HONORABLE	FILNER	BOB		O	CA51	2010	2009	6/14/2010	8147639	FD
HONORABLE	FLAKE	JEFF		O	AZ06	2010	2009	5/14/2010	8147230	FD
HONORABLE	FLEMING	JOHN		O	LA04	2010	2009	5/13/2010	8147231	FD
HONORABLE	FORBES	J. RANDY		O	VA04	2010	2009	6/15/2010	8147718	FD
HONORABLE	FORTENBERRY	JEFF		O	NE01	2010	2009	5/17/2010	8147232	FD
HONORABLE	FOSTER	BILL		O	IL14	2010	2009	5/17/2010	8147233	FD
HONORABLE	FOXX	VIRGINIA		A	NC05	2010	2009	9/8/2010	8148823	FD
HONORABLE	FOXX	VIRGINIA		O	NC05	2010	2009	6/30/2010	8147984	FD
HONORABLE	FRANK	BARNEY		A	MA04	2010	2009	7/8/2010	8148022	FD
HONORABLE	FRANK	BARNEY		A	MA04	2010	2009	7/14/2010	8148132	FD
HONORABLE	FRANK	BARNEY		O	MA04	2010	2009	5/17/2010	8147234	FD
HONORABLE	FRANKS	TRENT		O	AZ02	2010	2009	5/13/2010	8147235	FD
HONORABLE	FRELINGHUYSEN	RODNEY P.		O	NJ11	2010	2009	5/17/2010	8147236	FD
HONORABLE	FUDGE	MARCIA L.		O	OH11	2010	2009	5/13/2010	8147237	FD
HONORABLE	GALLEGLY	ELTON		O	CA24	2010	2009	5/5/2010	8147238	FD
HONORABLE	GARAMENDI	JOHN		A	CA10	2010	2009	11/12/2010	8149296	FD
HONORABLE	GARAMENDI	JOHN		A	CA10	2010	2009	11/22/2010	8149312	FD
HONORABLE	GARAMENDI	JOHN		O	CA10	2010	2009	5/14/2010	8147239	FD
HONORABLE	GARRETT	SCOTT		A	NJ05	2010	2009	7/20/2010	8148190	FD
HONORABLE	GARRETT	SCOTT		O	NJ05	2010	2009	5/17/2010	8147240	FD
HONORABLE	GERLACH	JIM		O	PA06	2010	2009	7/30/2010	8148319	FD
HONORABLE	GIFFORDS	GABRIELLE		A	AZ08	2010	2009	5/26/2010	8147242	FD
HONORABLE	GIFFORDS	GABRIELLE		O	AZ08	2010	2009	5/14/2010	8147241	FD
HONORABLE	GINGREY	PHIL		O	GA11	2010	2009	7/16/2010	8148191	FD
HONORABLE	GOHMERT	LOUIE		O	TX01	2010	2009	5/17/2010	8147243	FD
HONORABLE	GONZALEZ	CHARLES A.		O	TX20	2010	2009	5/24/2010	8147244	FD
HONORABLE	GOODLATTE	BOB		O	VA06	2010	2009	5/14/2010	8147245	FD
HONORABLE	GORDON	BART		O	TN06	2010	2009	6/16/2010	8147830	FD
HONORABLE	GORDON	BART		A	TN06	2010	2009	9/28/2010	8149074	FD
HONORABLE	GRANGER	KAY		O	TX12	2010	2009	8/10/2010	8148448	FD
HONORABLE	GRAVES	SAM		O	MO06	2010	2009	5/14/2010	8147246	FD
HONORABLE	GRAYSON	ALAN		O	FL08	2010	2009	8/13/2010	8148534	FD
HONORABLE	GRAYSON	ALAN		A	FL08	2010	2009	11/30/2010	8200031	FD
HONORABLE	GREEN	AL		O	TX09	2010	2009	5/13/2010	8147247	FD
HONORABLE	GREEN	AL		A	TX09	2010	2009	9/23/2010	8149029	FD
HONORABLE	GREEN	GENE		O	TX29	2010	2009	5/13/2010	8147248	FD
HONORABLE	GRIFFITH	PARKER		A	AL05	2010	2009	10/13/2010	8149180	FD
HONORABLE	GRIFFITH	PARKER		O	AL05	2010	2009	8/12/2010	8148469	FD
HONORABLE	GRIJALVA	RAUL M.		A	AZ07	2010	2009	5/24/2011	9100186	FD
HONORABLE	GRIJALVA	RAUL M.		O	AZ07	2010	2009	5/14/2010	8147249	FD
HONORABLE	GRIJALVA	RAUL M.		A	AZ07	2010	2009	9/13/2010	8148882	FD
HONORABLE	GUTHRIE	BRETT		A	KY02	2010	2009	8/27/2010	8148747	FD
HONORABLE	GUTHRIE	BRETT		O	KY02	2010	2009	5/17/2010	8147250	FD
HONORABLE	GUTIERREZ	LUIS V.		O	IL04	2010	2009	8/13/2010	8148535	FD
HONORABLE	HALL	JOHN J.		O	NY19	2010	2009	8/18/2010	8148605	FD
HONORABLE	HALL	RALPH M.		A	TX04	2010	2009	8/30/2011	8203813	FD
HONORABLE	HALL	RALPH M.		O	TX04	2010	2009	5/13/2010	8147251	FD
HONORABLE	HALVORSON	DEBORAH L.		A	IL11	2010	2009	6/30/2010	8147985	FD
HONORABLE	HALVORSON	DEBORAH L.		O	IL11	2010	2009	5/12/2010	8147252	FD
	HANRAHAN	THOMAS K.		A	CL00	2010	2009	4/23/2012	8206757	FD
HONORABLE	HARE	PHIL		O	IL17	2010	2009	5/14/2010	8147253	FD
HONORABLE	HARMAN	JANE		O	CA36	2010	2009	6/15/2010	8147682	FD
HONORABLE	HARPER	GREGG		O	MS03	2010	2009	5/13/2010	8147254	FD
HONORABLE	HASTINGS	ALCEE L.		O	FL23	2010	2009	5/6/2010	8147256	FD
HONORABLE	HASTINGS	DOC		O	WA04	2010	2009	5/14/2010	8147255	FD
HONORABLE	HEINRICH	MARTIN		A	NM01	2010	2009	5/22/2017	9110829	FD
HONORABLE	HEINRICH	MARTIN		A	NM01	2010	2009	6/22/2010	8147891	FD
HONORABLE	HEINRICH	MARTIN		O	NM01	2010	2009	5/13/2010	8147257	FD
HONORABLE	HELLER	DEAN		O	NV02	2010	2009	5/14/2010	8147258	FD
HONORABLE	HENSARLING	JEB		A	TX05	2010	2009	11/4/2010	8149258	FD
HONORABLE	HENSARLING	JEB		O	TX05	2010	2009	5/14/2010	8147259	FD
HONORABLE	HERGER	WALLY		O	CA02	2010	2009	5/17/2010	8147260	FD
HONORABLE	HERSETH SANDLIN	STEPHANIE		O	SD00	2010	2009	5/17/2010	8147423	FD
HONORABLE	HIGGINS	BRIAN		O	NY27	2010	2009	5/4/2010	8147261	FD
HONORABLE	HILL	BARON P.		O	IN09	2010	2009	5/14/2010	8147262	FD
HONORABLE	HILL	BARON P.		A	IN09	2010	2009	8/23/2010	8148650	FD
HONORABLE	HILL	BARON P.		A	IN09	2010	2009	10/6/2010	8149112	FD
HONORABLE	HIMES	JAMES A.		A	CT04	2010	2009	9/30/2010	8149090	FD
HONORABLE	HIMES	JAMES A.		O	CT04	2010	2009	5/24/2010	8147268	FD
HONORABLE	HINCHEY	MAURICE D.		O	NY22	2010	2009	5/13/2010	8147263	FD
HONORABLE	HINOJOSA	RUBEN		O	TX15	2010	2009	8/25/2010	8148690	FD
HONORABLE	HIRONO	MAZIE K.		O	HI02	2010	2009	6/16/2010	8147831	FD
HONORABLE	HODES	PAUL W.		O	NH02	2010	2009	5/25/2010	8147264	FD
HONORABLE	HODES	PAUL W.		A	NH02	2010	2009	8/27/2010	8148748	FD
HONORABLE	HOEKSTRA	PETER		O	MI02	2010	2009	5/17/2010	8147265	FD
HONORABLE	HOLDEN	TIM		O	PA17	2010	2009	5/17/2010	8147266	FD
HONORABLE	HOLT	RUSH D.		A	NJ12	2010	2009	9/7/2010	8148765	FD
HONORABLE	HOLT	RUSH D.		O	NJ12	2010	2009	5/13/2010	8147269	FD
HONORABLE	HONDA	MICHAEL M.		O	CA15	2010	2009	7/21/2010	8148192	FD
HONORABLE	HOYER	STENY H.		O	MD05	2010	2009	5/14/2010	8147270	FD
HONORABLE	HUNTER	DUNCAN		O	CA52	2010	2009	5/13/2010	8147271	FD
HONORABLE	INGLIS	BOB		O	SC04	2010	2009	5/17/2010	8147272	FD
HONORABLE	INSLEE	JAY		O	WA01	2010	2009	5/14/2010	8147273	FD
HONORABLE	ISRAEL	STEVE		O	NY02	2010	2009	5/24/2010	8147274	FD
HONORABLE	ISSA	DARRELL E.		O	CA49	2010	2009	6/15/2010	8147719	FD
HONORABLE	JACKSON	JESSE L.	JR.	O	IL02	2010	2009	5/17/2010	8147275	FD
HONORABLE	JACKSON LEE	SHEILA		A	TX18	2010	2009	12/21/2010	8200057	FD
HONORABLE	JACKSON LEE	SHEILA		O	TX18	2010	2009	8/10/2010	8148449	FD
HONORABLE	JENKINS	LYNN		O	KS02	2010	2009	5/13/2010	8147276	FD
HONORABLE	JOHNSON	EDDIE BERNICE		A	TX30	2010	2009	10/29/2010	8149259	FD
HONORABLE	JOHNSON	EDDIE BERNICE		A	TX30	2010	2009	7/12/2010	8148074	FD
HONORABLE	JOHNSON	EDDIE BERNICE		O	TX30	2010	2009	5/6/2010	8147277	FD
HONORABLE	JOHNSON	HENRY C. "HANK"	JR.	O	GA04	2010	2009	6/15/2010	8147725	FD
HONORABLE	JOHNSON	SAM		A	TX03	2010	2009	7/28/2010	8148301	FD
HONORABLE	JOHNSON	SAM		O	TX03	2010	2009	5/17/2010	8147278	FD
HONORABLE	JOHNSON	TIMOTHY V.		O	IL15	2010	2009	5/12/2010	8147279	FD
HONORABLE	JONES	WALTER B.		A	NC03	2010	2009	12/7/2010	8200054	FD
HONORABLE	JONES	WALTER B.		O	NC03	2010	2009	5/12/2010	8147280	FD
HONORABLE	JONES	WALTER B.		A	NC03	2010	2009	8/12/2016	9109909	FD
HONORABLE	JORDAN	JIM		O	OH04	2010	2009	5/13/2010	8147281	FD
HONORABLE	JORDAN	JIM		A	OH04	2010	2009	6/17/2010	8147868	FD
HONORABLE	KAGEN	STEVE		O	WI08	2010	2009	5/6/2010	8147282	FD
HONORABLE	KANJORSKI	PAUL E.		O	PA11	2010	2009	5/14/2010	8147283	FD
HONORABLE	KAPTUR	MARCY		O	OH09	2010	2009	5/17/2010	8147284	FD
HONORABLE	KENNEDY	PATRICK J.		O	RI01	2010	2009	5/13/2010	8147285	FD
